,text,sentiment,word_count,char_count,avg_word,stopwords,hastags,numerics,upper,sentiment_encoded,sentiment_textblob
291,"bathing two little angels, keyla janice.",neutral,8,49,5.25,2,0,0,0,1,negative
292,"yep, finished, chocked full spelling grammatical errors, cleaning tomorrow popping hehe",negative,22,120,4.95,8,0,0,0,0,positive
293,hahahha lol true that! always remember bd never remember date even,neutral,22,100,3.761904761904762,9,0,0,2,1,positive
294,"family here,hanging",neutral,5,32,5.6,3,0,0,0,1,neutral
295,watching ellen love her!! dishes tanning ...it`s gorgeous out!,positive,14,82,5.3076923076923075,4,0,0,0,2,positive
296,what`s goin hun? worried,negative,10,43,4.25,3,0,0,0,0,neutral
297,im bannished... work till 6,negative,11,44,3.4,4,0,1,1,0,neutral
298,"morning! see it, i`ll let know. right now, see wolverine.",neutral,20,90,3.736842105263158,3,0,0,1,1,positive
299,"red top tabloids, build em up, knock em",neutral,10,45,4.0,1,0,0,0,1,positive
300,tonight party w/ girls (minus vita),positive,8,41,4.25,2,0,0,0,2,negative
301,made sad thought you`d jumping joy,neutral,16,64,3.5,7,0,0,1,1,positive
302,simple a#@,neutral,4,14,3.6666666666666665,1,0,0,0,1,neutral
303,"pics uploaded baby pics cats. missy adult pretty little kitty, batty kitten heaven",neutral,29,137,3.7586206896551726,14,0,0,1,1,positive
304,"saw play here, amazing",positive,11,42,3.2,5,0,0,1,2,positive
305,_ glad break twitter virginity two.,positive,13,56,3.6666666666666665,6,0,0,0,2,positive
306,dinner fam... missed,negative,8,41,4.25,4,0,0,1,0,neutral
307,"_live that`s want. better. bound bad eggs though, soon learn.",neutral,21,103,3.9523809523809526,9,0,0,1,1,negative
308,hell yeah kellynn twitter. finally.,neutral,7,41,5.0,1,0,0,0,1,neutral
309,"know worth shot, though!",positive,11,38,3.5,2,0,0,1,2,positive
310,"opened facebook account, little confused don`t really it. twitter seems much better",positive,18,102,4.722222222222222,2,0,0,1,2,positive
311,ship. stuck.,negative,3,16,4.666666666666667,0,0,0,0,0,neutral
312,dustbin baby 11.30 cannot wait x,positive,9,39,3.875,0,0,0,4,2,neutral
313,"dwell it. happened, passed. shame supportive! life! x",negative,24,107,3.8181818181818183,8,0,0,0,0,positive
314,looks office tv mlb network... looks mlbn televising det/bal game today #wieters,neutral,25,130,4.416666666666667,6,1,0,6,1,negative
315,home empty handed. comics found today. shall indulge cupcakes magnolia bakery.,neutral,19,100,4.823529411764706,4,0,0,1,1,negative
316,laying bed til workkk... oh life. definitely pinched nerve.,negative,12,68,4.75,3,0,0,0,0,neutral
317,today busy day. exhausting!,negative,6,32,4.5,2,0,0,0,0,negative
318,"sunday, i`ve much weekend",neutral,18,77,3.5294117647058822,8,0,0,1,1,positive
319,sorry hear ur flight cancelled blows!!!,negative,11,53,4.777777777777778,2,0,0,0,0,negative
320,ohh tooth hurts ohh im sad hurts,negative,12,47,3.272727272727273,4,0,0,0,0,negative
321,"distracted, i`d thank new followers taking trouble follow me! others: feelin love",positive,26,134,4.1923076923076925,9,0,0,1,2,positive
322,u think u bills ha!ii finished paying mine that`s broke,negative,15,72,4.142857142857143,3,0,0,0,0,neutral
323,sure didn`t say 2 big. jst saw pics u ur last bday. looked pretty!! miss you!!,neutral,28,114,3.2222222222222223,7,0,1,2,1,positive
324,sore throat. planning tet outing marwell though...good times,neutral,10,67,5.8,2,0,0,1,1,neutral
325,mcfly gig last nightt omg amazin didnt sit whole thing mcfly see best mate tutus,positive,29,134,3.7857142857142856,13,0,0,0,2,positive
326,2 days without sleep migraine. thought life postr01 meant relaxing,negative,17,88,4.235294117647059,6,0,1,1,0,neutral
327,there!,neutral,2,7,6.0,0,0,0,0,1,neutral
328,?sucks!?..,negative,1,10,10.0,0,0,0,0,0,negative
329,whens sway sway winner announced?,neutral,7,38,5.333333333333333,1,0,0,0,1,neutral
330,k check out...,neutral,6,23,3.6,2,0,0,1,1,neutral
331,"pretty well, wide awake",positive,8,37,4.285714285714286,3,0,0,0,2,positive
332,"want wake early, coffee tomorrow (today) ! busyy day! keep writing.. booo whoo!",neutral,28,129,3.7777777777777777,11,0,0,0,1,positive
333,miss daddy mommy,negative,5,22,3.6,1,0,0,1,0,neutral
334,"dog officially depressed brother`s dogs gone. doesn`t want outside did, play half-heartedly.",negative,24,134,4.625,9,0,0,0,0,neutral
335,realized can`t forward text msgs iphone.,neutral,12,62,4.25,4,0,0,2,1,neutral
336,"frist post... find new car parents, exciting!",positive,13,64,4.0,4,0,0,0,2,positive
337,argh noo! missed killers wossy! sucks! missed brandon. total failure! anyone know repeated? must investigate!,negative,23,137,5.2272727272727275,4,0,0,0,0,negative
338,seriously bored without anyone talk to... tired enough sleep,negative,13,75,4.846153846153846,4,0,0,0,0,negative
339,lost. please help find home.,negative,11,44,3.4,3,0,0,1,0,neutral
340,"peter & gordon morning -> i, pieces wanna hide / pieces almost die / ever... ? ",neutral,29,136,3.857142857142857,5,0,0,3,1,neutral
341,ok i`ve bit bad back lifting drum hardware car downer.,negative,22,92,3.55,9,0,0,0,0,negative
342,lmao... smh! one threw off.,neutral,9,37,4.142857142857143,2,0,0,1,1,positive
343,oh nice going!,positive,4,15,4.0,0,0,0,0,2,positive
344,getting ready work... working weekend,neutral,8,48,5.125,2,0,0,0,1,positive
345,gonna celebrate mothers family gonna start partying tonite,positive,13,79,5.153846153846154,4,0,0,0,2,neutral
346,agree you!,positive,5,18,3.5,2,0,0,0,2,neutral
347,computers. hopeless everything else,negative,10,52,4.777777777777778,3,0,0,1,0,neutral
348,"90 degrees, gross skies, thunderstorms...perfect match mood lol",positive,12,75,5.818181818181818,3,0,1,0,2,positive
349,_2nd aww thanks!,positive,3,16,4.666666666666667,0,0,0,0,2,positive
350,sorry rb ps3,negative,8,26,2.7142857142857144,4,0,0,2,0,negative
351,saw amazing heeels. big,neutral,9,43,3.888888888888889,3,0,0,1,1,positive
352,stuck finger throat bunch bumps tongue & throat.,negative,20,91,3.6,11,0,0,1,0,neutral
353,dang last url went ? ,negative,8,48,5.857142857142857,1,0,0,0,0,neutral
354,"ohoh missed ur tweets im gonna stay awake night see announcement now, **** time difference",negative,24,117,4.2727272727272725,7,0,0,0,0,neutral
355,damnit all. sucks. one ones thought i`d drag back lol,negative,18,78,3.8125,3,0,0,1,0,positive
356,boss. she`s moving nyc,neutral,7,29,3.8333333333333335,2,0,0,1,1,neutral
357,sooo crazy fever..,negative,7,33,3.857142857142857,4,0,0,0,0,negative
358,spending saturday morning taking notes research essay stupid **** recalled book using. fair,negative,22,129,4.909090909090909,7,0,0,0,0,negative
359,think need new friends,neutral,7,31,3.5714285714285716,2,0,0,1,1,positive
360,looking forward gig ireland!!! see ya there!,neutral,12,57,4.6,3,0,0,0,1,neutral
361,please review sunehre ad placement ,positive,7,61,9.166666666666666,0,0,0,0,2,neutral
362,aww loooove,positive,5,19,3.75,2,0,0,0,2,positive
363,"hungry, twitter. want food. </3",neutral,8,37,4.285714285714286,2,0,0,0,1,neutral
364,awesome lucky,positive,3,17,5.0,1,0,0,0,2,positive
365,"yea, know.. tell everything! ps: send direct messages telling.. haha",neutral,19,91,4.866666666666666,5,0,0,1,1,positive
366,"haha im jewish, love one",positive,8,32,3.5714285714285716,2,0,0,0,2,positive
367,"great time beer garden wit boyos !! think sun bit though, feel bit ill !!",neutral,28,114,3.107142857142857,11,0,0,1,1,positive
368,l`m 3 days matt. fun weekend.,negative,11,45,3.5,3,0,1,0,0,positive
369,u really don`t think so? maybe ur right....lol. btw phone u using? think u told b4...i might app u,neutral,26,120,3.9583333333333335,5,0,0,0,1,positive
370,feel pain. mine way,negative,10,39,3.3333333333333335,4,0,0,1,0,neutral
371,comes home two days,neutral,5,22,3.6,1,0,0,0,1,neutral
372,sadly no. didn`t come one...,negative,8,37,4.285714285714286,1,0,0,0,0,positive
373,cant wait see boy tomorrow,positive,7,32,3.7142857142857144,2,0,0,0,2,neutral
374,ehhh no. check up. dentist app next week though. getting molar pulled/root canal.,neutral,20,101,4.315789473684211,5,0,0,1,1,neutral
375,aww miss driving elmwood,negative,7,32,4.333333333333333,1,0,0,1,0,positive
376,omg wango tango **** awsome! love baby taking,positive,13,61,3.769230769230769,4,0,0,2,2,positive
377,"version 2 live, interactive trans-siberian ticket planner launched:  cool",positive,16,119,6.5,5,0,1,0,2,positive
378,_30439 really wish could go!,positive,7,32,3.7142857142857144,0,0,0,2,2,positive
379,"yeah real hard, know you`ll it... smile",neutral,13,58,3.8333333333333335,3,0,0,1,1,negative
380,25 december that`s next big birthday 30 21 flys sure,negative,23,96,3.5238095238095237,9,0,3,0,0,positive
381,made night!! way funny!!,positive,11,43,4.125,3,0,0,0,2,positive
382,woo cavs. happy mother`s day!,positive,6,30,5.0,0,0,0,1,2,positive
383,make face home mom watching soaps.,neutral,16,70,3.6666666666666665,6,0,0,2,1,neutral
384,work now.,neutral,7,25,2.7142857142857144,3,0,0,1,1,neutral
385,can`t believe went boba without me.,neutral,11,50,4.0,2,0,0,1,1,neutral
386,"too, today?",neutral,10,36,3.375,5,0,0,0,1,neutral
387,thanks warm welcome! didn`t make plans arrival time air.,positive,22,99,4.105263157894737,9,0,0,0,2,positive
388,19 days counting,neutral,4,20,4.25,1,0,1,0,1,neutral
389,sorry friends swamped deadlines right family visiting boot! charades me.,negative,22,111,4.5,7,0,0,0,0,negative
390,brainfreeze,neutral,1,11,11.0,0,0,0,1,1,neutral
391,discovered shortcoming gravity. use twitpic (integrated) doesn`t subtract pic url 140 character limit,neutral,22,136,5.2272727272727275,7,0,1,1,1,neutral
392,"sunburn peeling,",negative,4,22,4.75,1,0,0,0,0,neutral
393,perky purple nail polish isn`t perky chipped,neutral,10,56,4.7,3,0,0,0,1,neutral
394," put camera smokers pit. longer vandalize door, without caught.",neutral,22,131,5.238095238095238,10,0,0,1,1,neutral
395,laying alone!! since mook`s soo comfy f`n play pen. thought ill first don`t one cuddle with...,negative,27,130,3.8518518518518516,9,0,0,3,0,negative
396,hate dentist,negative,4,18,3.75,1,0,0,1,0,negative
397,"nothing aimed you, joining in...sorry",negative,8,46,5.571428571428571,2,0,0,0,0,neutral
398,taking twitter break. cell dying,negative,8,41,4.25,2,0,0,0,0,neutral
399,qood morninq,neutral,3,13,5.5,0,0,0,0,1,neutral
400,writing english original writing storyyyyy. listening `a little respect` erasure aaaaaah.,neutral,16,103,5.866666666666666,4,0,0,0,1,positive
401,needs followers,neutral,3,20,6.0,1,0,0,0,1,neutral
402,wish could nails done stupid job,negative,11,44,3.4,1,0,0,2,0,negative
403,little wormy labyrinth sadly passed away today ok hes still around happy ghost form aww ,neutral,24,138,5.0,6,0,0,0,1,positive
404,'no pants' idea could new attempt world-wide attract business back airlines.,neutral,18,98,4.764705882352941,6,0,0,0,1,positive
405,one,positive,5,16,3.0,1,0,0,0,2,neutral
406,"yep infact popular, miss india 99, talented film actress .... lot",positive,16,82,4.466666666666667,4,0,0,0,2,positive
407,dosen`t want work tomorrow,negative,7,35,4.142857142857143,0,0,0,0,0,neutral
408,daniel dsds. voice great.,positive,8,40,4.125,3,0,0,1,2,positive
409,[-o] wish birthday massacre would come australia think said they`re thinking tho.. ,neutral,21,134,5.7,7,0,0,1,1,neutral
410,hoping red lobster weekend,neutral,9,44,4.0,4,0,0,0,1,neutral
411,_x_atl u mean jack barakat`s?! wow u ever gone house? hehe mean ur ssoo lucky address!,positive,24,115,3.8333333333333335,8,0,0,0,2,negative
412,sure hope becomes 4:20 afternoon ...,positive,10,49,4.0,3,0,0,1,2,positive
413,means famous. congrats!,positive,9,44,4.5,5,0,0,1,2,positive
414,phone passed away yesterday.. jumped table searching new phone...,negative,16,86,4.733333333333333,4,0,0,0,0,positive
415,"fantastic friends, including several ones met here! thanks life amazing people!",positive,23,130,4.695652173913044,10,0,0,1,2,positive
416,tamlyn wishes cool sock draw,positive,10,45,3.6,5,0,0,0,2,positive
417,rice crusty bread chili .... aawww,neutral,12,53,3.8181818181818183,5,0,0,0,1,neutral
418,"minds evening , dear!",neutral,12,46,3.5,4,0,0,0,1,neutral
419,come save packing please?!,neutral,8,41,4.25,4,0,0,0,1,neutral
420,"yes, love tea. makes typically english",positive,14,65,3.7142857142857144,6,0,0,1,2,positive
421,mouth sure,positive,5,17,3.25,2,0,0,0,2,positive
422,_dec0de finally 1 hour history... 3.00 pm! went highschool 8.00 make homework friend,neutral,28,135,3.857142857142857,13,0,1,2,1,neutral
423,pancakes!! lemon sugar thanks!,positive,7,40,5.666666666666667,2,0,0,0,2,positive
424,"si, bueno guess don`t entertain :/",negative,13,52,3.6363636363636362,3,0,0,2,0,negative
425,hunrgy right heels kill hardly walk,negative,16,73,3.625,8,0,0,1,0,negative
426,electronic keys stopped working. keyhole! cant car. much technology,negative,18,101,4.666666666666667,8,0,0,0,0,positive
427,"yay, three followers! know one person big wide world likes fishies.",positive,18,94,4.529411764705882,5,0,0,0,2,negative
428,'my name tony!!!!!! ...not hey!!!!' poor tony,negative,10,51,4.666666666666667,1,0,0,0,0,negative
429,goodmorning,positive,1,11,11.0,0,0,0,0,2,neutral
430,took shift tomorrow. don`t really feel working right now.,negative,15,69,4.583333333333333,1,0,0,1,0,positive
431,"love mine, . happy motherã¯â¿â½s mom , john taylor . much love you, .",positive,23,96,3.5238095238095237,5,0,0,1,2,positive
432,saw black snake garden. went back picture gone,neutral,17,73,3.5625,8,0,0,0,1,negative
433, bought ludi rug. dogs best,positive,12,72,5.083333333333333,4,0,0,0,2,positive
434,waterfront anymore faccia luna clarendon,negative,13,65,4.818181818181818,5,0,0,0,0,neutral
435,loves mum much! happy mothers wonderful mothers,positive,15,81,4.466666666666667,7,0,0,0,2,positive
436,slipped caught flu feeling poop!,negative,10,49,4.444444444444445,3,0,0,0,0,neutral
437,"urge play wow wait 2 weeks til im dads! 5+47days til mcfly, im excited (l)",positive,27,111,3.269230769230769,11,0,1,4,2,positive
438,ok ... passengers ... one alive ... they`re dead ... don`t know til end ... cry ...,negative,27,122,3.5555555555555554,10,0,0,0,0,positive
439,discovered sharing g reader didn`t even know it. sigh.... g reader newb.,neutral,23,108,4.095238095238095,8,0,0,2,1,neutral
440,"chilled tonite, cannot spew venom write funny. seems 2 styles",neutral,21,106,4.095238095238095,10,0,1,0,1,positive
441,"u do, please pray 4 me. lord knows need it.",neutral,14,50,3.0833333333333335,0,0,1,1,1,neutral
442,aaaaaw want live usa,neutral,8,32,3.125,4,0,0,1,1,positive
443,morning tweeple,positive,2,15,7.0,0,0,0,0,2,neutral
444,"hey, didn`t !!!",neutral,7,26,3.3333333333333335,1,0,0,1,1,neutral
445,2 hours sleep... rest need it.,positive,16,62,3.357142857142857,6,0,1,0,2,neutral
446,"makes much better, rough one. mention love new photo!",neutral,22,94,3.65,5,0,0,2,1,positive
447,don`t want sit home prom night. someone hang,negative,15,67,3.533333333333333,6,0,0,1,0,neutral
448,heading home foot surgery wishing boyfriend come cuddle,positive,18,94,4.277777777777778,9,0,0,0,2,neutral
449,concert tonight chackin coming tomorrow!,neutral,9,53,5.625,3,0,0,0,1,neutral
450,happened? thought coming back today....,neutral,10,56,5.222222222222222,3,0,0,1,1,neutral
451,lol dammit well next time,negative,9,37,4.142857142857143,2,0,0,0,0,positive
452,lol. don`t ever forget,positive,7,31,4.166666666666667,2,0,0,0,2,positive
453,still jealous,negative,3,14,6.0,0,0,0,0,0,neutral
454, forever 21 ethan couldn`t,negative,11,68,5.8,3,0,1,0,0,neutral
455,im sad im giving first..i didnt nothing!!!! :**-(,negative,16,70,4.230769230769231,0,0,0,12,0,negative
456,week mine easy! finally over! (:,negative,13,58,3.8333333333333335,5,0,0,0,0,positive
457,wow beautiful picture... way....i straight....just wanted let know!!! bella,positive,24,110,5.117647058823529,8,0,0,0,2,positive
458,arch. drawing. checking mvcc`s cad degree. looks,positive,12,66,4.583333333333333,3,0,0,1,2,neutral
459,"'there people pencils' sharp, sharpened pencil philosophy.....",neutral,24,128,4.7727272727272725,15,0,0,0,1,negative
460,"home. usually `mr. positive` one daze. well, 15 mins tomorrow!",neutral,22,116,4.318181818181818,10,0,1,0,1,positive
461,always lee. let`s paris,neutral,10,43,3.7777777777777777,4,0,0,0,1,neutral
462,know want come keep company whilst mum`s friends night nice evening!,positive,24,111,4.0,10,0,0,0,2,positive
463,cooking dad lots fun kitchen together,positive,13,63,4.25,6,0,0,0,2,positive
464,bouncing rush makes feel nauseous,negative,6,36,5.166666666666667,1,0,0,0,0,neutral
465,woolsery morning (hopefully) see north molton u16 clinch north devon league title. lovely,positive,21,119,4.714285714285714,6,0,0,1,2,positive
466,playing singstar without fave duetter,negative,6,40,5.833333333333333,1,0,0,0,0,neutral
467,"you`re missing out, bb! cereal nut, think every kind available.",positive,18,85,4.25,4,0,0,0,2,positive
468,"that`s weird... :\ oh, drawing me?",negative,16,70,3.9285714285714284,8,0,0,0,0,negative
469,woke :o mums singing new gn`r cd replacement bought im daughter,positive,19,95,4.052631578947368,6,0,0,0,2,positive
470,"birds out,, oh man... that`s cool && didn`t sleep yet night!!!",negative,17,84,4.0,3,0,0,2,0,positive
471,"250 miles down, 1750 go. thats ok, u2 radio alwas helps.",positive,15,71,3.8,4,0,2,0,2,positive
472,"street fighter iv skills lacking, can`t beat seth easy.",negative,12,65,4.5,2,0,0,1,0,positive
473,fil 461 cool people,positive,8,33,3.7142857142857144,2,0,1,1,2,positive
